headword,pronunciation
первородящая,п е р в о р о д я́ щ а я
пергамин,п е р г а м и́ н
пергамин,п е р г а м и́ н ы
пердунья,п е р д у́ н ь я
пердунья,п е р д у́ н ь и
пердёж,pʲ ɪ r ˈ dʲ ɵ ʂ
пердёж,pʲ ɪ r ˈ dʲ ɪ ˈ ʐ ɨ
переадминистрирование,п е р е а д м и н и с т р и́ р о в а н и е
переадминистрирование,п е р е а д м и н и с т р и́ р о в а н и я
перебежчик,п е р е б е́ ж ч и к
перебежчик,п е р е б е́ ж ч и к и
перевитый,pʲ ɪ ɾʲ ɪ ˈ vʲ i t ɨ j
перевитый,pʲ ɪ ɾʲ ɪ ˈ vʲ i t ɨ ɪ
перевод,п е р е в о́ д ы
перевод,п е р е в о́ д
переводчик,pʲ ɪ rʲ ɪ ˈ v o ʨ ɪ kʲ ɪ
переводчик,pʲ ɪ rʲ ɪ ˈ v o ʨ ɪ k
перевязочка,п е р е в я́ з о ч к а
перевязочка,п е р е в я́ з о ч к и
перевёртыш,pʲ ɪ rʲ ɪ ˈ vʲ ɵ r t ɨ ʂ ɨ
перевёртыш,pʲ ɪ rʲ ɪ ˈ vʲ ɵ r t ɨ ʂ
перегной,pʲ ɪ rʲ ɪ ˈ g n o ɪ
перегной,pʲ ɪ rʲ ɪ ˈ g n o j
переговорщица,п е р е г о в о́ р щ и ц ы
переговорщица,п е р е г о в о́ р щ и ц а
передвижной,pʲ ɪ rʲ ɪ d vʲ ɪ ʐ ˈ n ɨ j ə
передвижной,pʲ ɪ rʲ ɪ d vʲ ɪ ʐ ˈ n o j
передержка,pʲ ɪ rʲ ɪ ˈ dʲ e r ʂ k ə
передержка,pʲ ɪ rʲ ɪ ˈ dʲ e r ʂ kʲ ɪ
передник,pʲ ɪ ˈ rʲ e dʲ nʲ ɪ k
передник,pʲ ɪ ˈ rʲ e dʲ nʲ ɪ kʲ ɪ
передовая,п е р е д о в а́ я
передовая,п е р е д о в ы́ е
передовик,pʲ ɪ rʲ ɪ d ɐ ˈ vʲ i k
передовик,pʲ ɪ rʲ ɪ d ə vʲ ɪ ˈ kʲ i
передок,pʲ ə rʲ ə ˈ d o k
передок,pʲ ə rʲ ə ˈ d kʲ i
передразнивание,pʲ ɪ rʲ ˈ d r a zʲ nʲ ɪ v ə nʲ ɪ j ə
переименование,pʲ ɪ rʲ ɪ ɪ mʲ ɪ n ɐ ˈ v a nʲ ɪ j ə
перекись,п е́ р е к и с ь
перекись,п е́ р е к и с и
перекладинка,п е р е к л а́ д и н к и
перекладинка,п е р е к л а́ д и н к а
перелесок,pʲ ɪ rʲ ɪ ˈ lʲ e s kʲ ɪ
перелесок,pʲ ɪ rʲ ɪ ˈ lʲ e s ə k
перемена,п е р е м е́ н а
перемена,п е р е м е́ н ы
переменный,п е р е м е́ н н ы й
переменный,п е р е м е́ н н ы е
перемещение,pʲ ɪ rʲ ɪ mʲ ɪ ˈ ɕː e nʲ ɪ j ə
перемирие,pʲ ɪ rʲ ɪ ˈ mʲ i rʲ ɪ j ə
переносчик,п е р е н о́ щ и к
переносчик,п е р е н о щ и к и
перепевка,pʲ ɪ rʲ ɪ ˈ pʲ e f k ə
перепевка,pʲ ɪ rʲ ɪ ˈ pʲ e f kʲ ɪ
переписка,pʲ ɪ rʲ ɪ ˈ pʲ i s k ə
переписка,pʲ ɪ rʲ ɪ ˈ pʲ i s kʲ ɪ
переподвыподверт,п ѐ р е п о д в ы́ п о д в е р т ы
переподвыподверт,п ѐ р е п о д в ы́ п о д в е р т
переработка,pʲ ɪ rʲ ɪ r ɐ ˈ b o̞ t̪ kʲ ɪ
переработка,pʲ ɪ rʲ ɪ r ɐ ˈ b o̞ t̪ k ə
перерыв,п е р е р ы́ в
перерыв,п е р е р ы́ в ы
пересадка,pʲ ɪ rʲ ɪ ˈ s̪ a t̪ k ə
пересадка,pʲ ɪ rʲ ɪ ˈ s̪ a t̪ kʲ ɪ
пересек,п е р е с е́ к
пересек,п е р е с е́ к и
пересортица,pʲ ɪ rʲ ɪ ˈ s o r tʲ ɪ t s ɨ
пересортица,pʲ ɪ rʲ ɪ ˈ s o r tʲ ɪ t s ə
перестройка,п е р е с т р о́ й к и
перестройка,п е р е с т р о́ й к а
переулок,п е р е у́ л о к
переулок,п е р е у́ л к и
перец,ˈ pʲ e r t s ɨ
перец,ˈ pʲ e rʲ ɪ t s
перечень,ˈ pʲ e rʲ ɪ t͡ ɕ nʲ ɪ
перечень,ˈ pʲ e rʲ ɪ t͡ ɕ ɪ nʲ
перечница,п е́ р е ч н и ц а
перечница,п е́ р е ч н и ц ы
перешеек,pʲ ɪ rʲ ɪ ˈ ʂ ɛ j kʲ ɪ
перешеек,pʲ ɪ rʲ ɪ ˈ ʂ ɛ j ə k
перидерма,п е р и д е́ р м а
перидерма,п е р и д е́ р м ы
периметр,pʲ ɪ ˈ rʲ i mʲ ɪ t r
периметр,pʲ ɪ ˈ rʲ i mʲ ɪ t r ɨ
период,п е р и́ о д
период,п е р и́ о д ы
периферийный,п е р и ф е р и́ й н ы е
периферийный,п е р и ф е р и́ й н ы й
перл,ˈ pʲ e r ɫ ɨ
перл,ˈ pʲ e r ɫ
перламутр,pʲ ɪ r ɫ̪ a ˈ m u t̪ r ɨ
перламутр,pʲ ɪ r ɫ̪ a ˈ m u t̪ r
перловка,pʲ ɪ r ˈ ɫ o f k ə
перловка,pʲ ɪ r ˈ ɫ o f kʲ ɪ
перо,ˈ pʲ e rʲ j ə
перо,pʲ ɪ ˈ r o̞
перрон,п е р р о́ н
перрон,п е р р о́ н ы
перс,п е́ р с ы
персонаж,п е р с о н а́ ж и
персонаж,п е р с о н а́ ж
перспектива,pʲ ɪ r s̪ pʲ ɪ k ˈ t̪ʲ i v ə
перспектива,pʲ ɪ r s̪ pʲ ɪ k ˈ t̪ʲ i v ɨ
перст,п е р с т ы́
перст,п е р с т
перстень,ˈ pʲ e r sʲ tʲ ɪ nʲ
перстень,ˈ pʲ e r s t͡ nʲ ɪ ˈ pʲ e r sʲ tʲ nʲ ɪ
перун,pʲ ɪ ˈ r u n̪ ɨ
перун,pʲ ɪ ˈ r u n̪
перфект,p ɛ r ˈ fʲ e k t
перфект,p ɛ r ˈ fʲ e k t ɨ
перфекционизм,п е р ф е к ц и о н и́ з м ы
перфекционизм,п е р ф е к ц и о н и́ з м
перфекционист,pʲ ɪ r fʲ ɪ k t s ɨ ɐ ˈ nʲ i s t ɨ
перфекционист,pʲ ɪ r fʲ ɪ k t s ɨ ɐ ˈ nʲ i s t
перформатив,pʲ ɪ r f ə r m ɐ ˈ tʲ i f
перформатив,pʲ ɪ r f ə r m ɐ ˈ tʲ i v ɨ
перчатка,pʲ ɪ r ˈ t͡ ɕ ä t k ə
перчатка,pʲ ɪ r ˈ t͡ ɕ ä t kʲ ɪ
песельник,ˈ pʲ e sʲ ɪ lʲ nʲ ɪ k
песельник,ˈ pʲ e sʲ ɪ lʲ nʲ ɪ kʲ ɪ
песенка,п е́ с е н к а
песенка,п е́ с е н к и
песенный,ˈ pʲ e sʲ ɪ nː ɨ j
песенный,ˈ pʲ e sʲ ɪ nː ɨ j ə
песец,п е с е́ ц
песец,п е с ц ы́
песнопение,п е с н о п е́ н и е
песнопение,п е с н о п е́ н и я
песнь,pʲ e sʲ nʲ ɪ
песнь,pʲ e sʲ nʲ
песня,ˈ pʲ e sʲ nʲ ə
песня,ˈ pʲ e sʲ nʲ ɪ
песо,ˈ pʲ e s̪ ə
песок,pʲ ɪ ˈ s o k
песок,pʲ ɪ s ˈ kʲ i
песочек,п е с о́ ч е к
песочек,п е с о́ ч к и
пестик,ˈ pʲ e sʲ tʲ ɪ kʲ ɪ
пестик,ˈ pʲ e sʲ tʲ ɪ k
пестрина,pʲ ɪ s̪ t̪ rʲ ɪ ˈ n̪ ä
пестрина,pʲ ɪ s̪ t̪ ˈ rʲ i n̪ ɨ
пестринка,pʲ ɪ ˈ s t rʲ i n k ə
пестринка,pʲ ɪ ˈ s t rʲ i n kʲ ɪ
пестрота,pʲ ɪ s̪ ˈ t̪ r o̞ t̪ ɨ
пестрота,pʲ ɪ s̪ t̪ r ɐ ˈ t̪ ä
песчанка,п е щ а́ н к а
песчанка,п е щ а́ н к и
петербуржец,pʲ ɪ tʲ ɪ r ˈ b u r ʐ t͡ s ɨ
петербуржец,pʲ ɪ tʲ ɪ r ˈ b u r ʐ ɨ t͡ s
петля,ˈ p e t lʲ ɪ
петля,p ɪ t ˈ lʲ a
петрушка,pʲ ɪ t ˈ r u ʂ k ə
петрушка,pʲ ɪ t ˈ r u ʂ kʲ ɪ
петун,pʲ ɪ ˈ t u n
петун,pʲ ɪ t ʊ ˈ n ɨ
петух,п е т у х и́
петух,п е т у́ х
петушок,pʲ ɪ t ʉ ˈ ʂ kʲ i
петушок,pʲ ɪ t ʉ ˈ ʂ o k
пехота,pʲ ɪ ˈ x o t ɨ
пехота,pʲ ɪ ˈ x o t ə
пехотный,pʲ ɪ ˈ x o t n ɨ j
пехотный,pʲ ɪ ˈ x o t n ɨ j е
печаль,pʲ ɪ ˈ ʨ æ lʲ
печаль,pʲ ɪ ˈ ʨ æ lʲ ɪ
печалька,pʲ ɪ ˈ ʨ æ lʲ k ə
печалька,pʲ ɪ ˈ ʨ æ lʲ k ɪ
печатание,п е ч а́ т а н и я
печатание,п е ч а́ т а н и е
печень,ˈ pʲ e ʨ ɪ nʲ ɪ
печень,ˈ pʲ e ʨ ɪ nʲ
печка,ˈ pʲ e t͡ ɕ kʲ ɪ
печка,ˈ pʲ e t͡ ɕ k ə
печь,pʲ e t͡ ɕ
печь,ˈ pʲ e t͡ ɕ ɪ
печёнка,pʲ ɪ ˈ ʨ o n k ə
печёнка,pʲ ɪ ˈ ʨ o n kʲ ɪ
пешня,п е ш н и́
пешня,п е́ ш н и
пешня,п е́ ш н я
пешня,п е ш н я́
пещера,pʲ ɪ ˈ ɕː e r ɨ
пещера,pʲ ɪ ˈ ɕː e r ə
пещерный,pʲ ɪ ˈ ɕ e r n ɨ̞ j ə
пещерный,pʲ ɪ ˈ ɕ e r n ɨ̞ j
пиала,pʲ ɪ ɐ ˈ l a
пиала,pʲ ɪ ɐ ˈ l ɨ pʲ ɪ ˈ a l ɨ
пианино,pʲ ɪ ɐ ˈ nʲ i n ə
пивасик,pʲ ɪ ˈ v ä sʲ ɪ kʲ ɪ
пивасик,pʲ ɪ ˈ v ä sʲ ɪ k
пигмалионизм,п и г м а л и о н и́ з м
пигмалионизм,п и г м а л и о н и́ з м ы
пидарас,pʲ ɪ d̪ ɐ ˈ r a s̪
пидарас,pʲ ɪ d̪ ɐ ˈ r a s̪ ɨ
пиджин,ˈ pʲ i d ʐ ɨ n
пиджин,ˈ pʲ i d ʐ ɨ n ɨ
пиджинизация,pʲ ɪ d ʐ ɨ nʲ ɪ ˈ z a t s ɨ j ə
пиджинизация,pʲ ɪ d ʐ ɨ nʲ ɪ ˈ z a t s ɨ j ɪ
пидор,ˈ pʲ i d̪ ə r
пидор,ˈ pʲ i d̪ ə r ɨ
пидорас,п и д о р а́ с
пидорас,п и д о р а́ с ы
пидорок,п и д о р к и́
пидорок,п и д о р о́ к
пизда,ˈ pʲ i z̪ d̪ ɨ
пизда,ˈ pʲ ɵ z̪ d̪ ɨ
пизда,pʲ ɪ ˈ z̪ d̪ a
пиздец,pʲ ɪ zʲ ˈ dʲ e t͡ s
пиздец,pʲ ɪ zʲ dʲ ɪ ˈ t͡ s ɨ
пиздища,п и з д и́ щ и
пиздища,п и з д и́ щ а
пиздоблядство,п и з д о б л я́ д с т в о
пиздоблядство,п и з д о б л я́ д с т в а
пиздобол,pʲ ɪ z̪ d̪ ɐ ˈ b o̞ ɫ̪
пиздобол,pʲ ɪ z̪ d̪ ɐ ˈ b o̞ ɫ̪ ɨ
пиздорванка,pʲ ɪ z̪ d̪ ɐ ˈ r v a n̪ kʲ ɪ
пиздорванка,pʲ ɪ z̪ d̪ ɐ ˈ r v a n̪ k ə
пиздоремонтник,p ɪ z̪ d̪ ə rʲ ɪ ˈ m o̞ n̪ t̪ nʲ ɪ k
пиздоремонтник,p ɪ z̪ d̪ ə rʲ ɪ ˈ m o̞ n̪ t̪ nʲ ɪ kʲ ɪ
пиздос,pʲ ɪ z̪ ˈ d̪ o̞ s̪ ɨ
пиздос,pʲ ɪ z̪ ˈ d̪ o̞ s̪
пиздун,pʲ ɪ z̪ ˈ d̪ u n̪
пиздун,pʲ ɪ z̪ d̪ ʊ ˈ n̪ ɨ
пиздюк,п и з д ю́ к
пиздюк,п и з д ю к и́
пиздюль,pʲ ɪ zʲ ˈ dʲ ʉ̞ lʲ
пиздюль,pʲ ɪ zʲ dʲ ʊ ˈ lʲ i
пиздюшка,pʲ ɪ zʲ ˈ dʲ ʉ̞ ʂ kʲ ɪ
пиздюшка,pʲ ɪ zʲ ˈ dʲ ʉ̞ ʂ k ə
пиздёж,п и з д е ж и́
пиздёж,п и з д ё ж
пиздёнка,п и з д ё н к а
пиздёнка,п и з д ё н к и
пиздёночка,п и з д ё н о ч к а
пиздёночка,п и з д ё н о ч к и
пиздёныш,pʲ ɪ zʲ ˈ dʲ ɵ n̪ ɨ ʂ
пиздёныш,pʲ ɪ zʲ ˈ dʲ ɵ n̪ ɨ ʂ ɨ
пиит,pʲ ɪ ˈ i t̪ ɨ
пиит,pʲ ɪ ˈ i t̪
пиита,pʲ ɪ ˈ i t ə
пиита,pʲ ɪ ˈ i t ɨ
пика,ˈ pʲ i k ə
пика,ˈ pʲ i kʲ ɪ
пикап,п и к а́ п ы
пикап,п и к а́ п
пики,
пики,ˈ pʲ i kʲ ɪ
пикирование,п и к и́ р о в а н и е
пикирование,п и к и́ р о в а н и я
пиковка,pʲ ɪ ˈ k o f k ə
пиковка,pʲ ɪ ˈ k o f kʲ ɪ
пикограмм,п и к о г р а́ м м
пикограмм,п и к о г р а́ м м ы
пикульник,п и к у́ л ь н и к
пикульник,п и к у́ л ь н и к и
пила,п и л а́
пила,п и́ л ы
пилигрим,pʲ ɪ lʲ ɪ ˈ g rʲ i m ɨ
пилигрим,pʲ ɪ lʲ ɪ ˈ g rʲ i m
пилка,ˈ pʲ i ɫ kʲ ɪ
пилка,ˈ pʲ i ɫ k ə
пилон,pʲ ɪ ˈ l o̞ n
пилон,pʲ ɪ ˈ l o̞ n ɨ̞
пилот,п и л о́ т
пилот,п и л о́ т ы
пилум,ˈ pʲ i ɫ ʊ m ɨ
пилум,ˈ pʲ i ɫ ʊ m
пинг-понговый,п и н г п о́ н г о в ы е
пинг-понговый,п и н г п о́ н г о в ы й
пингвин,п и н г в и́ н ы
пингвин,п и н г в и́ н
пиндос,pʲ ɪ n ˈ d o s
пиндос,pʲ ɪ n ˈ d o s ɨ
пино-нуар,pʲ ɪ ˈ n o n ʊ ˈ a r
пиноль,pʲ ɪ ˈ n o lʲ ɪ
пиноль,pʲ ɪ ˈ n o lʲ
пиноцитоз,pʲ ɪ n ə t͡ s ɨ ˈ t o z ɨ
пиноцитоз,pʲ ɪ n ə t͡ s ɨ ˈ t o s
пиогенный,п и о г е́ н н ы й
пиогенный,п и о г е́ н н ы е
пион,pʲ ɪ ˈ o̞ n ɨ̞
пион,pʲ ɪ ˈ o̞ n
пионерка,pʲ ɪ ɐ ˈ nʲ e r k ə
пионерка,pʲ ɪ ɐ ˈ nʲ e r kʲ ɪ
пипец,pʲ ɪ ˈ pʲ e t s
пипец,pʲ ɪ p ˈ t s ɨ
пиписька,pʲ ɪ ˈ pʲ i sʲ k ə
пиписька,pʲ ɪ ˈ pʲ i sʲ kʲ ɪ
пир,п и р ы́
пир,п и р
пир,п и́ р ы
пирамида,pʲ ɪ r ɐ ˈ mʲ i d ə
пирамида,pʲ ɪ r ɐ ˈ mʲ i d ɨ
пират,pʲ ɪ ˈ r a t ɨ
пират,pʲ ɪ ˈ r a t
пиратство,pʲ ɪ ˈ r a t s t v ə
пирография,п и р о г р а́ ф и я
пирография,п и р о г р а́ ф и и
пирожок,п и р о ж о́ к
пирожок,п и р о ж к и́
пироман,pʲ ɪ r ɐ ˈ m a n ɨ
пироман,pʲ ɪ r ɐ ˈ m a n
пироманьяк,п ѝ р о м а н ь я́ к и
пироманьяк,п ѝ р о м а н ь я́ к
пирометр,п и р о́ м е т р ы
пирометр,п и р о́ м е т р
пироп,п и р о́ п ы
пироп,п и р о́ п
писака,pʲ ɪ ˈ s a k ə
писака,pʲ ɪ ˈ s a k ɪ
писанка,ˈ pʲ i s ɐ n k ɪ
писанка,ˈ pʲ i s ɐ n k ə
писаный,ˈ pʲ i s ə n ɨ j ə
писаный,ˈ pʲ i s ə n ɨ j
писатель,pʲ i ˈ s a tʲ ɪ lʲ
писатель,pʲ i ˈ s a tʲ ɪ lʲ ɪ
писательница,pʲ ɪ ˈ s a tʲ ɪ lʲ nʲ ɪ t͡ s ə
писательница,pʲ ɪ ˈ s a tʲ ɪ lʲ nʲ ɪ t͡ s ɨ
писк,ˈ pʲ i s kʲ ɪ
писк,pʲ i s k
пистолет,pʲ ɪ s t ɐ ˈ lʲ e t
пистолет,pʲ ɪ s t ɐ ˈ lʲ e t ɨ
пистолетчик,п и с т о л е́ т ч и к
пистолетчик,п и с т о л е́ т ч и к и
письмо,pʲ ɪ sʲ ˈ m o
письмо,ˈ pʲ i sʲ m ə
пися,ˈ pʲ i sʲ ɪ
пися,ˈ pʲ i sʲ j ə
питахайя,п и т а х а́ й и
питахайя,п и т а х а́ й я
питекантроп,п и т е к а́ н т р о п
питекантроп,п и т е к а́ н т р о п ы
питкэрнец,ˈ pʲ i t k ə r nʲ e t͡ s
питкэрнец,ˈ pʲ i t k ə r n t͡ s ɨ
питкэрнка,ˈ pʲ i t k ə r n kʲ ɪ
питкэрнка,ˈ pʲ i t k ə r n k ə
питьё,pʲ ɪ ˈ tʲ j o̞
питьё,pʲ ɪ ˈ tʲ j a
пихта,п и́ х т ы
пихта,п и́ х т а
пицца,ˈ pʲ i t s ə
пицца,ˈ pʲ i t s ɨ
пичужка,pʲ ɪ ˈ ʨ u ʂ k ə
пичужка,pʲ ɪ ˈ ʨ u ʂ kʲ ɪ
пища,ˈ pʲ i ɕː ə
пища,ˈ pʲ i ɕː ɪ
пищаль,pʲ ɪ ˈ ɕː æ lʲ ɪ
пищаль,pʲ ɪ ˈ ɕː æ lʲ
пищевод,pʲ ɪ ɕː ɪ ˈ v o t
пищевод,pʲ ɪ ɕː ɪ ˈ v o d ɨ
пищеносец,п и щ е н о́ с ц ы
пищеносец,п и щ е н о́ с е ц
пиявка,п и я́ в к а
пиявка,п и я́ в к и
плаватель,ˈ p ɫ a v ə tʲ ɪ lʲ
плаватель,ˈ p ɫ a v ə tʲ ɪ lʲ ɪ
плавказарма,п л а̀ в к а з а́ р м ы
плавказарма,п л а̀ в к а з а́ р м а
плагиат,p ɫ ə gʲ ɪ ˈ ɑ t ɨ
плагиат,p ɫ ə gʲ ɪ ˈ ɑ t
плагин,p l ɐ ˈ ɡʲ i n
плагин,p l ɐ ˈ ɡʲ i n ɨ
плазма,п л а́ з м ы
плазма,п л а́ з м а
плазмодий,p l ɐ z ˈ m o dʲ ɪ ɪ
плазмодий,p l ɐ z ˈ m o dʲ ɪ j
плакальщик,ˈ p ɫ a k ə lʲ ɕː ɪ k
плакальщик,ˈ p ɫ a k ə lʲ ɕː ɪ kʲ ɪ
пламя,ˈ p ɫ a mʲ ə
пламя,p l ə mʲ ɪ ˈ n a
планер,ˈ p ɫ a nʲ ɪ r ɨ
планер,ˈ p ɫ a nʲ ɪ r
планетный,п л а н е́ т н ы е
планетный,п л а н е́ т н ы й
планетолёт,p l ə nʲ ɪ t ɐ ˈ lʲ ɵ t
планетоход,p l ə nʲ ɪ t ɐ ˈ x o d ɨ
планетоход,p l ə nʲ ɪ t ɐ ˈ x o t
планшет,п л а н ш е́ т
планшет,п л а н ш е́ т ы
пластилин,p ɫ ə sʲ tʲ ɪ ˈ lʲ i n ɨ
пластилин,p ɫ ə sʲ tʲ ɪ ˈ lʲ i n
пластинчатый,п л а с т и́ н ч а т ы й
пластинчатый,п л а с т и́ н ч а т ы е
пластмасса,п л а с т м а́ с с ы
пластмасса,п л а с т м а́ с с а
пластмассовый,п л а с т м а́ с с о в ы й
пластун,p ɫ ɐ s t ʊ ˈ n ɨ
пластун,p ɫ ɐ s ˈ t u n
пластырь,ˈ p ɫ a s t ɨ ɨ rʲ
пластырь,ˈ p ɫ a s t ɨ ɨ rʲ ɪ
плата,п л а́ т ы
плата,п л а́ т а
платан,p ɫ ɐ ˈ t a n ɨ
платан,p ɫ ɐ ˈ t a n
платок,п л а т к и́
платок,п л а т о́ к
платформа,п л а т ф о́ р м а
платформа,п л а т ф о́ р м ы
платье,ˈ p ɫ ɑ tʲ j ə
плаха,ˈ p ɫ a x ə
плаха,ˈ p ɫ a xʲ ɪ
плахта,ˈ p ɫ̪ a x t̪ ə
плахта,ˈ p ɫ̪ a x t̪ ɨ
плацента,p l ɐ ˈ t͡ s ɛ n t ɨ
плацента,p l ɐ ˈ t͡ s ɛ n t ə
плашка,ˈ p ɫ a ʂ kʲ ɪ
плашка,ˈ p ɫ a ʂ k ə
плебей,p lʲ ɪ ˈ bʲ e ɪ
плебей,p lʲ ɪ ˈ bʲ e j
плевок,p lʲ ɪ ˈ v o k
плевок,p lʲ ɪ f ˈ kʲ i
плезиозавр,п л е з и о з а́ в р
плезиозавр,п л е з и о з а́ в р ы
плей-лист,p ɫ ə ɪ̯ ˈ ɫʲ i s t
плей-лист,p ɫ ə ɪ̯ ɫʲ ɪ ˈ s t ɨ
плейстоцен,п л э й с т о ц е́ н ы
плейстоцен,п л э й с т о ц е́ н
плейстоцен,и с т о ч н и к о э с р я
плексиглас,p lʲ ɪ k sʲ ɪ ˈ ɡ ɫ a s
племя,p lʲ ɪ mʲ ɪ ˈ n a
племя,ˈ p lʲ e mʲ ə
племянник,п л е м я́ н н и к и
племянник,п л е м я́ н н и к
племянница,p lʲ ɪ ˈ mʲ æ nʲː ɪ t s ɨ
племянница,p lʲ ɪ ˈ mʲ æ nʲː ɪ t s ə
пленительница,п л е н и́ т е л ь н и ц ы
пленительница,п л е н и́ т е л ь н и ц а
плесенный,п л е́ с е н н ы й
плесенный,п л е́ с е н н ы е
плесень,ˈ p lʲ e sʲ ɪ nʲ
плесень,ˈ p lʲ e sʲ ɪ nʲ ɪ
плеск,ˈ p lʲ e s kʲ ɪ
плеск,ˈ p lʲ e s k
плесневой,п л е с н е в ы́ е
плесневой,п л е с н е в о́ й
плетение,p lʲ ɪ ˈ tʲ e nʲ ɪ j ə
плетюган,p lʲ ɪ tʲ ʊ ˈ g a n
плетюган,p lʲ ɪ tʲ ʊ ˈ g a n ɨ
плечевой,п л е ч е в ы́ е
