headword,pronunciation
malachite,m a l a ˈ k i t e
malacologia,m a l a k o l o ˈ d ʒ i a
malacologie,m a l a k o l o ˈ d ʒ i e
malacreanza,m a l a k r e ˈ a n t s a
malagevole,m a l a ˈ d ʒ e v o l e
malandrino,m a l a n ˈ d r i n o
malanni,m a ˈ l a n n i
malapianta,m a l a ˈ p i̯ a n t a
malaria,m a ˈ l a r j a
malato,m a ˈ l a t o
malattia,m a l a t ˈ t i a
malattie,m a l a t ˈ t i e
malaugurato,m a l a u g u ˈ r a t o
male,ˈ m a l e
maledettamente,m a l e d e t t a ˈ m e n t e
maledetto,m a l e ˈ d e t t o
maledico,m a ˈ l ɛ d i k o
maledire,m a l e ˈ d i r e
maledizione,m a l e d i ˈ t s j o n e
maleducato,m a l e d u ˈ k a t o
malefatta,m a l e ˈ f a t t a
maleficio,m a l e ˈ f i t ʃ o
malefico,m a ˈ l ɛ f i k o
malese,m a ˈ l e s e
malese,m a ˈ l e z e
malessere,m a ˈ l ɛ s s e r e
malevola,m a ˈ l ɛ v o l a
malevolenza,m a l e v o ˈ l ɛ n t s a
malevolo,m a ˈ l ɛ v o l o
malfattore,m a l f a t ˈ t o r e
malfermo,m a l ˈ f e r m o
malga,ˈ m a l ɡ a
malgrado,m a l ˈ g r a d o
malignità,m a l i ɲ ɲ i ˈ t a
malinconia,m a l i ŋ k o ˈ n i a
malinconico,m a l i n ˈ k ɔ n i k o
malissimo,m a ˈ l i s s i m o
malizia,m a ˈ l i t s j a
malleabile,m a l l e ˈ a b i l e
malloppo,m a l ˈ l ɔ p p o
malmenare,m a l m e ˈ n a r e
malore,m a ˈ l o r e
maltosi,m a l ˈ t ɔ z j
maltosio,m a l ˈ t ɔ z j o
maltrattare,m a l t r a t ˈ t a r e
malumore,m a l u ˈ m o r e
malvagio,m a l ˈ v a d ʒ o
malvagità,m a l v a d ʒ i ˈ t a
malversazione,m a l v e r s a ˈ t s j o n e
mamma,ˈ m a m m a
mammalogia,m a m a l o ˈ d ʒ i a
mammalucco,m a m m a ˈ l u k k o
mammella,m a mː ˈ ɛ lː a
mammelle,m a mː ˈ ɛ lː e
mammifero,m a m ˈ m i f e r o
mammola,ˈ m a m m o l a
mammone,m a m ˈ m o n e
mammut,m a m ˈ m u t
manager,m a ˈ n a d ʒ e r
manato,m a ˈ n a t o
manca,ˈ m a ŋ k a
mancamento,m a ŋ k a ˈ m e n t o
mancanza,m a ŋ ˈ k a n t s a
mancare,m a ŋ ˈ k a r e
mancato,m a ŋ ˈ k a t o
manche,ˈ m a ŋ k e
manchevole,m a ŋ ˈ k e v o l e
manchevolezza,m a ŋ k e v o ˈ l ɛ t t s a
mancia,ˈ m a n t ʃ a
manciata,m a n ˈ t ʃ a t a
mancina,m a n ˈ t ʃ i n a
mancinismo,m a n t ʃ i ˈ n i z m o
mancino,m a n ˈ t ʃ i n o
manco,ˈ m a ŋ k o
mancolista,m a ŋ k o ˈ l i s t a
mandamentale,m a n d a m e n ˈ t a l e
mandante,m a n ˈ d a n t e
mandarancio,m a n d a ˈ r a n t ʃ o
mandare,m a n ˈ d a r e
mandarino,m a n d a ˈ r i n o
mandata,m a n ˈ d a t a
mandatario,m a n d a ˈ t a r j o
mandibola,m a n ˈ d i b o l a
mandorla,ˈ m a n d o r l a
mandorlo,ˈ m a n d o r l o
mandria,ˈ m a n d r j a
mandrillo,m a n ˈ d r i l l o
mandrini,m a n ˈ d r i n i
mandrino,m a n ˈ d r i n o
manga,m a n g a
manganello,m a ŋ g a ˈ n ɛ l l o
manganese,m a ŋ g a ˈ n e z e
mangiabile,m a n ˈ d ʒ a b i l e
mangiare,m a n ˈ d ʒ a r e
mangiatoia,m a ŋ d ʒ a ˈ t o j a
mangusta,m a n ˈ g u s t a
mani,ˈ m a n i
mania,m a ˈ n i a
maniaca,m a ˈ n i a k a
maniaco,m a ˈ n i a k o
manica,m a n i k a
manicheo,m a n i ˈ k ɛ o
manico,ˈ m a n i k o
manicomio,m a n i ˈ k ɔ m j o
maniera,m a ˈ n j ɛ r a
manierismo,m a n j e ˈ r i z m o
maniero,m a ˈ n j ɛ r o
manifattura,m a n i f a t ˈ t u r a
manifatturiero,m a n i f a t t u ˈ r j ɛ r o
manifestare,m a n i f e ˈ s t a r e
manifestazione,m a n i f e s t a ˈ t s j o n e
manifesto,m a n i ˈ f ɛ s t o
maniglia,m a ˈ n i ʎ ʎ a
manigoldo,m a n i ˈ g o l d o
manipolare,m a n i p o ˈ l a r e
maniscalco,m a n i ˈ s k a l k o
mannaia,m a n ˈ n a j a
mannello,m a n ˈ n ɛ l l o
mano,ˈ m a n o
manometria,m a n o m e ˈ t r i a
manopola,m a ˈ n ɔ p o l a
manovra,m a ˈ n ɔ v r a
manovrabile,m a n o ˈ v r a b i l e
manovrare,m a n o ˈ v r a r e
mansarda,m a n ˈ s a r d a
mansarde,m a n ˈ s a r d e
mansueto,m a n s u ˈ ɛ t o
mantecato,m a n t e ˈ k a t o
mantello,m a n ˈ t ɛ l l o
mantenere,m a n t e ˈ n e r e
mantissa,m a n ˈ t i s s a
manto,ˈ m a n t o
manuale,m a ˈ n w a l e
manufatto,m a n u ˈ f a t t o
manulateralità,m a n u l a t e r a l i ˈ t a
manutengolo,m a ˌ n u ˌ t è n ˌ g o ˌ l o
manutenzione,m a n u t e n ˈ t s j o n e
manzo,ˈ m a n d z o
maoismo,m a o ˈ i z m o
maoista,m a o ˈ i s t a
mapo,ˈ m a p o
mappa,ˈ m a p p a
mappamondo,m a p p a ˈ m o n d o
marachella,m a r a ˈ k ɛ l l a
maracuja,m a r a ˈ k u j a
maratona,m a r a ˈ t o n a
marcantonio,m a r k a n ˈ t ɔ n j o
marcare,m a r ˈ k a r e
marce,ˈ m a r t ʃ e
marchiano,m a r ˈ k j a n o
marchiare,m a r ˈ k j a r e
marchio,ˈ m a r k j o
marci,ˈ m a r t ʃ i
marcia,ˈ m a r t ʃ a
marcio,ˈ m a r t ʃ o
mare,ˈ m a r e
marea,m a ˈ r ɛ a
maremma,m a ˈ r e m m a
maremoti,m a r e ˈ m o t i
maremoto,m a r e ˈ m o t o
mareomotore,m a r e o m o ˈ t o r e
margherita,m a r g e ˈ r i t e
margine,ˈ m a r d ʒ i n e
marijuana,m a r i ˈ j w a n a
marina,m a ˈ r i n a
marinaio,m a r i ˈ n a j o
marino,m a ˈ r i n o
marionetta,m a r j o ˈ n e t t a
mariti,m a ˈ r i t i
marito,m a ˌ r iː t o
marittimo,m a ˈ r i t t i m o
marmaglia,m a r ˈ m a ʎ ʎ a
marmellata,m a r m e l ˈ l a t a
marmista,m a r ˈ m i s t a
marmitta,m a r ˈ m i t t a
marmo,ˈ m a r m o
marna,ˈ m a r n a
marocchino,m a r o k ˈ k i n o
marone,m a ˈ r o n e
maroni,m a ˈ r o n i
marra,ˈ m a r r a
marrone,m a r ˈ r o n e
marsigliese,m a r s i ʎ ˈ ʎ e s e
marsigliese,m a r s i ʎ ˈ ʎ e z e
marsina,m a r ˈ s i n a
marsine,m a r ˈ s i n e
marsupio,m a r ˈ s u p j o
martedì,m a r t e ˈ d i
martello,m a r ˈ t ɛ l l o
martirio,m a r ˈ t i r j o
martirizzare,m a r t i r i d ˈ d z a r e
martora,ˈ m a r t o r a
martore,ˈ m a r t o r e
martoriare,m a r t o ˈ r j a r e
marxismo,m a r ˈ k s i z m o
marxista,m a r ˈ k s i s t a
marzapane,m a r t s a ˈ p a n e
marziano,m a r ˈ t s j a n o
marzo,ˈ m a r t s o
mascalzone,m a s k a l ˈ t s o n e
mascarpone,m a s k a r ˈ p o n e
mascarponi,m a s k a r ˈ p o n i
mascella,m a ʃ ˈ ʃ ɛ l l a
maschera,ˈ m a s k e r a
maschile,m a ˈ s k i l e
maschio,ˈ m a s k j o
mascolino,m a s k o ˈ l i n o
masnada,m a ˈ z n a d a
maso,ˈ m a z o
massa,ˈ m a s s a
massacro,m a s ˈ s a k r o
massaggio,m a s ˈ s a d d ʒ o
massima,ˈ m a s s i m a
massime,ˈ m a s s i m e
massimi,ˈ m a s s i m i
massimo,ˈ m a s s i m o
massoneria,m a s s o n e ˈ r i a
masterizzatore,m a s t e r i d d z a ˈ t o r e
masticare,m a s t i ˈ k aː r e
masticatorio,m a s t i k a ˈ t ɔ r j o
masticazione,m a s t i k a t ˈ t s j o n e
mastino,m a ˈ s t i n o
mastodonte,m a s t o ˈ d o n t e
mastodonti,m a s t o ˈ d o n t i
mastondico,m a s t o ˈ d ɔ n t i k o
matassa,m a ˈ t a s s a
matematica,m a t e ˈ m a t i k a
matematico,m a t e ˈ m a t i k o
materasso,m a t e ˈ r a s s o
materia,m a ˈ t ɛ r j a
materiale,m a t e ˈ r j a l e
materialmente,m a t e r j a l ˈ m e n t e
maternità,m a t e r n i ˈ t a
matita,m a ˈ t i t a
matraccio,m a ˈ t r a t t ʃ o
matrice,m a ˈ t r i t ʃ e
matrimoni,m a t r i ˈ m ɔ n j
matrimonio,m a t r i ˈ m ɔ n j o
mattina,m a t ˈ t i n a
mattino,m a t ˈ t i n o
matto,ˈ m a t t o
mattoncino,m a t t o n ˈ t ʃ i n o
mattone,m a t ˈ t o n e
maturità,m a t u r i ˈ t a
maturo,m a ˈ t u r o
matusa,m a ˈ t u z a
mazza,ˈ m a t t s a
mazzata,m a t ˈ t s a t a
mazzeratura,m a t͡ s ɛ r a ˈ t u r a
mazzo,ˈ m a t t s o
meccanico,m e k ˈ k a n i k o
meccanismo,m e k k a ˈ n i z m o
meccanizzazione,m e k k a n i d d z a ˈ t s j o n e
medaglia,m e ˈ d a ʎ ʎ a
medagliere,m e d a ʎ ˈ ʎ ɛ r e
medesimo,m e ˈ d ɛ z i m o
media,ˈ m ɛ d j a
mediatore,m e d j a ˈ t o r e
mediazione,m e d j a t ˈ t s j o n e
medica,ˈ m ɛ d i k a
medicale,m e d i ˈ k a l e
medicazione,m e d i k a ˈ t s j o n e
medicea,m e ˈ d i t ʃ e a
medicee,m e ˈ d i t ʃ e e
medicei,m e ˈ d i t ʃ e i
mediceo,m e ˈ d i t ʃ e o
mediche,ˈ m ɛ d i k e
medici,ˈ m ɛ d i t ʃ i
medicina,m e d i ˈ t ʃ i n a
medicinale,m e d i t ʃ i ˈ n a l e
medico,ˈ m ɛ d i k o
medico-sanitario,m ɛ d i k o s a n i ˈ t a r j o
medicochirurgico,m ɛ d i k o k i ˈ r u r d ʒ i k o
medievale,m e d j e ˈ v a l e
medievalista,m e d j e v a ˈ l i s t a
mediocre,m e ˈ d j ɔ k r e
medioevo,m e ˈ d j o ɛ v o
meditazione,m e d i t a ˈ t s j o n e
mefitico,m e ˈ f i t i k o
megalomane,m e g a ˈ l ɔ m a n e
megaron,ˈ m ɛ g a r o n
megera,m e ˈ d ʒ ɛ r a
meiosi,m e ˈ j ɔ z i
mela,ˈ m e l a
melanina,m e l a ˈ n i n a
melanzana,m e l a n ˈ d z a n a
melarancia,m e l a ˈ r a n c i a
melata,m e ˈ l a t a
melate,m e ˈ l a t e
melati,m e ˈ l a t i
melato,m e ˈ l a t o
mele,ˈ m e l e
melenso,m e ˈ l ɛ n s o
meleto,m e ˈ l e t o
melissa,m e ˈ l i s s a
mellifluità,m e l l i f l u i ˈ t a
melo,ˈ m e l o
melograno,m e l o ˈ g r a n o
melone,m e l o ˈ n e
membrana,m e m ˈ b r a n a
membro,ˈ m ɛ m b r o
membruto,m e m ˈ b r u t o
memorandum,m e m o ˈ r a n d u m
memoria,m e ˈ m ɔ r j a
memoriale,m e m o ˈ r j a l e
menare,m e ˈ n a r e
mendelevio,m e n d e ˈ l ɛ v j o
mendeliano,m e n d e ˈ l j a n o
mendicante,m e n d i ˈ k a n t e
menhir,m e n ˈ i r
menhir,ˈ m ɛ n h i r
meninge,m e ˈ n i ŋ d ʒ e
meningite,m e n i n ˈ d ʒ i t e
menna,ˈ m e n n a
menne,ˈ m e n n e
meno,ˈ m e n o
menopausa,m e n o ˈ p a u z a
mensa,ˈ m ɛ n s a
mensola,ˈ m ɛ n s o l a
menta,ˈ m e n t a
mentale,m e n ˈ t a l e
mentali,m e n ˈ t a l i
mentalità,m e n t a l i ˈ t a
mentalmente,m e n t a l ˈ m e n t e
mente,ˈ m e n t e
mentecatto,m e n t e ˈ k a t t o
mentire,m e n ˈ t i r e
mento,ˈ m e n t o
mentore,ˈ m ɛ n t o r e
mentovare,m e n t o ˈ v a r e
mentre,ˈ m e n t r e
menzogna,m e n ˈ t s o ɲ ɲ a
menzognero,m e n t s o ˈ ɲ ɲ ɛ r o
mera,ˈ m ɛ r a
meraviglia,m e r a ˈ v i ʎ ʎ a
meraviglioso,m e r a v i ʎ ˈ ʎ ɔ z o
mercante,m e r ˈ k a n t e
mercantile,m e r k a n ˈ t i l e
mercanzia,m e r k a n ˈ t s i a
mercato,m e r ˈ k a t o
merce,ˈ m ɛ r t ʃ e
mercenario,m e r t ʃ e ˈ n a r j o
merceologico,m e r t ʃ e o ˈ l ɔ d ʒ i k o
mercoledì,m ɛ r k o l e ˈ d i
mercurio,m e r ˈ k u r j o
merda,ˈ m ɛ r d a
mere,ˈ m ɛ r e
meretrice,m e r e ˈ t r i t ʃ e
meretricio,m e r e ˈ t r i t ʃ o
meri,ˈ m ɛ r i
meridiano,m e r i ˈ d j a n o
meridionale,m e r i d j o ˈ n aː l e
meridione,m e r i ˈ d j o n e
meriggio,m e ˈ r i d d ʒ o
merito,ˈ m ɛ r i t o
merlo,ˈ m ɛ r l o
merluzzo,m e r ˈ l u t t s o
mero,ˈ m ɛ r o
merocitario,m e r o t ʃ i ˈ t a r j o
meschino,m e ˈ s k i n o
mescita,ˈ m e ʃ ʃ i t a
mescolare,m e s k o ˈ l a r e
mese,ˈ m e s e
mesologia,m e z o l o ˈ d ʒ i a
messa,ˈ m e s s a
messaggero,m e s s a d ˈ d ʒ ɛ r o
messaggio,m e s ˈ s a d d ʒ o
messo,ˈ m e s s o
mesticheria,m e s t i k e ˈ r i a
mestiere,m e ˈ s t j ɛ r e
mestizia,m e s ˈ t i t t s j a
mesto,ˈ m ɛ s t o
mestruazione,m e s t r u a ˈ t s j o n e
mestruazioni,m e s t r u a ˈ t s j o n i
mestruo,ˈ m ɛ s t r u o
metabolismi,m e t a b o ˈ l i z m i
metabolismo,m e t a b o ˈ l i z m o
metacarta,m e ˈ t a ˈ c a r t a
metacarte,m e ˈ t a ˈ c a r t e
metafisica,m e t a ˈ f i z i k a
metafisico,m e t a ˈ f i z i k o
metafora,m e ˈ t a f o r a
metallico,m e ˈ t a l l i k o
metallifero,m e t a l ˈ l i f e r o
metallo,m e ˈ t a l l o
metalloide,m e t a l ˈ l ɔ j d e
metallurgia,m e t a l l u r ˈ d ʒ i a
metalmeccanico,m e t a l m e k ˈ k a n i k o
metamorfica,m e t a ˈ m ɔ r f i k a
metamorfiche,m e t a ˈ m ɔ r f i k h e
metamorfici,m e t a ˈ m ɔ r f i k i
metamorfico,m e t a ˈ m ɔ r f i k o
metamorfosi,m e t a ˈ m ɔ r f o z i
metano,m e ˈ t a n o
metanodotto,m e t a n o ˈ d o t t o
metanolo,m e t a ˈ n o l o
metastabile,m e t a s ˈ t a b i l e
metastasi,m e ˈ t a s t a z i
metatarso,m e t a ˈ t a r s o
metempsicosi,m e t e m p s i ˈ k ɔ z i
meteopatica,m e t e o ˈ p a t i k a
meteopatiche,m e t e o ˈ p a t i k e
meteopatici,m e t e o ˈ p a t i t ʃ i
meteopatico,m e t e o ˈ p a t i k o
meteorologia,m e t e o r o l o ˈ d ʒ i a
meteoropatica,m e t e o r o ˈ p a t i k a
meteoropatiche,m e t e o r o ˈ p a t i k e
meteoropatici,m e t e o r o ˈ p a t i t ʃ i
meteoropatico,m e t e o r o ˈ p a t i k o
meticcia,m e ˈ t i t t ʃ a
meticciamenti,m e t i t t ʃ a ˈ m e n t i
meticciamento,m e t i t t ʃ a ˈ m e n t o
meticcio,m e ˈ t i t t ʃ o
meticolosità,m e t i k o l o z i ˈ t a
metodico,m e ˈ t ɔ d i k o
metodo,ˈ m ɛ t o d o
metonimia,m e t o n i ˈ m i a
metonimia,m e t o ˈ n i m j a
metro,ˈ m ɛ t r o
metropoli,m e ˈ t r ɔ p o l i
metropolitana,m e t r o p o l i ˈ t a n a
mettere,ˈ m e t t e r e
mezzadria,m e d d z a ˈ d r i a
mezzadro,m e d ˈ d z a d r o
mezzano,m e d ˈ d z a n o
mezzanotte,m e d d z a ˈ n ɔ t t e
mezzo,ˈ m ɛ d z o
mezzobusto,m e d d z o ˈ b u s t o
mezzogiorno,m e d d z o ˈ d ʒ o r n o
mezzosangue,m e d d z o ˈ z a ŋ g w e
mi,m i
mia,ˈ m i a
miagolare,m j a g o ˈ l a r e
miasmi,m i ˈ a z m i
miaulare,m j a u ˈ l a r e
micidiale,m i t ʃ i ˈ d j a l e
micologia,m i k o l o ˈ d ʒ i a
micorriza,m i k o r ˈ r i d z a
micosi,m i ˈ k ɔ z i
micro-,ˈ m i k r o
microbiologia,m i k r o b i o l o ˈ d ʒ i a
microcristallino,m i k r o k r i s t a l ˈ l i n o
microcristallo,m i k r o k r i s ˈ t a l l o
microelettrometro,m i k r o e l e t ˈ t r ɔ m e t r o
microfilm,m i k r o ˈ f i l m
microfono,m i ˈ k r ɔ f o n o
microkini,m i ˈ c r o k i n i
micromotore,m i k r o m o ˈ t o r e
micronazione,m i k r o n a t ˈ t s j o n e
microscopico,m i k r o ˈ s k ɔ p i k o
microscopio,m i k r o ˈ s k ɔ p j o
microstato,m i k r o s ˈ t a t o
microstriscia,m i k r o s ˈ t r i ʃ ʃ a
microtrone,m i k r o ˈ t r o n e
microvoltmetro,m i k r o ˈ v ɔ l t m e t r o
midolla,m i ˈ d ɔ l l a
midollare,m i d o l ˈ l a r e
midollo,m i ˈ d o l l o
midriasi,m i ˈ d r i a z i
mie,ˈ m i e
miei,m i ˈ e i
miele,ˈ m j ɛ l e
mielina,m i e ˈ l i n a
mietitura,m j e t i ˈ t u r a
miglio,ˈ m i ʎ ʎ o
miglioramento,m i ʎ ʎ o r a ˈ m e n t o
migliorare,m i ʎ ʎ o ˈ r a r e
migliore,m i ʎ ˈ ʎ o r e
mignolo,ˈ m i ɲ ɲ o l o
miliardario,m i l j a r ˈ d a r j o
miliardesimo,m i l j a r ˈ d e z i m o
miliardo,m i ˈ l j a r d o
milione,m i ˈ l j o n e
milionesimo,m i l j o ˈ n e z i m o
militare,m i l i ˈ t a r e
milizia,m i ˈ l i t s j a
millantatore,m i l l a n t a ˈ t o r e
millanteria,m i l l a n t e ˈ r i a
mille,ˈ m i l l e
millenario,ˈ m i l l e n a r i o
millenarismo,m i l l e n a ˈ r i z m o
millenarista,m i l l e n a ˈ r i s t a
millennio,m i l ˈ l ɛ n n j o
millesimo,m i l ˈ l ɛ z i m o
millimetro,m i l ˈ l i m e t r o
millione,m i l ˈ l j o n e
milonga,m i ˈ l ɔ ŋ ɡ a
milonga,m i ˈ l ɔ n ɡ a
milonghe,m i ˈ l ɔ ŋ ɡ e
milonghe,m i ˈ l ɔ n ɡ e
milza,ˈ m i l t s a
mimesi,ˈ m i m e z i
mimesi,m i ˈ m ɛ z i
mimetismo,m i m e ˈ t i z m o
mimico,ˈ m i m i k o
mimo,ˈ m i m o
mimosa,m i ˈ m o z a
mimosa,m i ˈ m o s a
mina,ˈ m i n a
minaccia,m i ˈ n a t t ʃ a
minare,m i ˈ n a r e
minareto,m i n a ˈ r e t o
minchiata,m i n ˈ k i a t a
minchie,ˈ m i n k i e
minchiona,m i n ˈ k i o n a
minchione,m i ŋ ˈ k j o n e
minchioni,m i n ˈ k i o n i
minerale,m i n e ˈ r a l e
mineralogia,m i n e r a l o ˈ d ʒ i a
minerario,m i n e ˈ r a r j o
minestra,m i ˈ n ɛ s t r a
minestrone,m i n e ˈ s t r o n e
mingherlina,m i ŋ g h e r ˈ l i n a
mingherline,m i ŋ g h e r ˈ l i n e
mingherlini,m i ŋ g h e r ˈ l i n i
mingherlino,m i ŋ g h e r ˈ l i n o
miniera,m i ˈ n j ɛ r a
minima,ˈ m i n i m a
minimale,m i n i ˈ m a l e
minimalismo,m i n i m a ˈ l i z m o
minimalistico,m i n i m a ˈ l i s t i k o
minimamente,m i n i m a ˈ m e n t e
minimo,ˈ m i n i m o
ministeriale,m i n i s t e ˈ r j a l e
ministero,m i n i s ˈ t ɛ r o
ministro,m i ˈ n i s t r o
minoranza,m i n o ˈ r a n t s a
minorità,m i n o r i ˈ t a
minuendo,m i n u ˈ ɛ n d o
minuta,m i ˈ n u t a
minuto,m i ˈ n u t o
minuzioso,m i n u ˈ t s j o z o
minuzzolo,m i ˈ n u t t s o l o
minzione,m i n ˈ t s j o n e
mio,ˈ m i o
miocene,m i o ˈ t ʃ ɛ n e
miocenico,m i o ˈ t ʃ ɛ n i k o
miopia,m j o ˈ p i a
mira,ˈ m i r a
mirabella,m i r a ˈ b ɛ l l a
miraggio,m i ˈ r a d d ʒ o
mirare,m i ˈ r a r e
miriade,m i ˈ r i a d e
mirialitro,m i r j a ˈ l i t r o
mirra,ˈ m i r r a
mirtillo,m i r ˈ t i l l o
misandria,m i z a n ˈ d r i a
misantropia,m i z a n t r o ˈ p i a
misantropo,m i ˈ z a n t r o p o
miscela,m i ʃ ˈ ʃ ɛ l a
miscelazione,m i ʃ ʃ ɛ l a ˈ t s j o n e
mischiare,m i s ˈ k j a r e
miscibile,m i ʃ ˈ ʃ i b i l e
miscuglio,m i ˈ s k u ʎ ʎ o
misera,ˈ m i z e r a
miserabile,m i z e ˈ r a b i l e
misere,ˈ m i z e r e
miserevole,m i z e ˈ r e v o l e
miseri,ˈ m i z e r i
miseria,m i ˈ z ɛ r j a
misericordia,m i z e r i ˈ k ɔ r d j a
misericordioso,m i z e r i k o r ˈ d j o z o
misfatto,m i ˈ s f a t t o
misirizzi,
misoginia,m i z o d ʒ i ˈ n i a
misogino,m i ˈ z ɔ d ʒ i n o
misoneismo,m i z o n e ˈ i z m o
misoneista,m i z o n e ˈ i s t a
missile,ˈ m i s s i l e
missionario,m i s s j o ˈ n a r j o
missione,m i s ˈ s j o n e
missiva,m i s ˈ s i v a
mister,ˈ m i s t e r
misterioso,m i s t e ˈ r j o z o
misterioso,m i s t e ˈ r j o s o
mistero,m i ˈ s t ɛ r o
misticismo,m i s t i ˈ t ʃ i z m o
mistico,ˈ m i s t i k o
misto,ˈ m i s t o
misura,m i ˈ z u r a
misurare,m i z u ˈ r a r e
misuratore,m i z u r a ˈ t o r e
misurazione,m i z u r a ˈ t s j o n e
misurino,m i z u ˈ r i n o
mite,ˈ m i t e
mito,ˈ m i t o
mitocondrio,m i t o ˈ k ɔ n d r j o
mitologia,m i t o l o ˈ d ʒ i a
mitomane,m i ˈ t ɔ m a n e
mitosi,m i ˈ t ɔ z i
mitra,ˈ m i t r a
mittente,m i t ˈ t ɛ n t e
mnemonica,m n e ˈ m ɔ n i k a
mnemoniche,m n e ˈ m ɔ n i k e
mnemonico,m n e ˈ m ɔ n i k o
mobile,ˈ m ɔ b i l e
mobilità,m o b i l i ˈ t a
mocassino,m o k a s ˈ s i n o
moccioso,m o t ˈ t ʃ o z o
moccioso,m o t ˈ t ʃ o s o
moda,ˈ m ɔ d a
modalità,m o d a l i ˈ t a
modella,m o ˈ d ɛ l l a
modellare,m o d e l ˈ l a r e
modellato,m o d e l ˈ l a t o
modellatura,m o d e l l a ˈ t u r a
modellista,m o d e l ˈ l i s t a
modellistica,m o d e l ˈ l i s t i k a
modello,m o ˈ d ɛ l l o
moderato,m o d e ˈ r a t o
modernismo,m o d e r ˈ n i z m o
modernità,m o d e r n i ˈ t a
moderno,m o ˈ d ɛ r n o
modesto,m o ˈ d ɛ s t o
modifica,m o ˈ d i f i k a
modificare,m o d i f i ˈ k a r e
modista,m o ˈ d i s t a
modulare,m o d u ˈ l a r e
modulazione,m o d u l a ˈ t s j o n e
modulo,ˈ m ɔ d u l o
moggio,ˈ m ɔ d d ʒ o
mogio,ˈ m ɔ d ʒ o
moglie,ˈ m o ʎ ʎ e
mola,ˈ m ɔ l a
molare,m o ˈ l a r e
mole,ˈ m ɔ l e
molecola,m o ˈ l ɛ k o l a
molecolare,m o l e k o ˈ l a r e
molestia,m o ˈ l ɛ s t j a
molibdeno,m o l i b ˈ d ɛ n o
molla,ˈ m ɔ l l a
molletta,m o l ˈ l e t t a
mollica,m o l ˈ l i k a
molliche,m o l ˈ l i k e
molo,ˈ m ɔ l o
molosso,m o ˈ l ɔ s s o
molteplice,m o l ˈ t e p l i t ʃ e
molteplici,m o l ˈ t e p l i t ʃ i
molteplicità,m o l t e p l i t ʃ i ˈ t a
moltiplica,m o l ˈ t i p l i k a
moltitudine,m o l t i ˈ t u d i n e
momentaneo,m o m e n ˈ t a n e o
momento,m o ˈ m e n t o
monaca,ˈ m ɔ n a k a
monachesimo,m o n a ˈ k e z i m o
monaco,ˈ m ɔ n a k o
monade,ˈ m ɔ n a d e
monarchia,m o n a r ˈ k i a
monastero,m o n a ˈ s t ɛ r o
monco,ˈ m o ŋ k o
mondano,m o n ˈ d a n o
mondiale,m o n ˈ d j a l e
mondo,ˈ m o n d o
moneta,m o ˈ n e t a
mongolfiera,m o ŋ g o l ˈ f j ɛ r a
mongolismo,m o ŋ g o ˈ l i z m o
mongoloide,m o n g o ˈ l ɔ j d e
monito,m ɔ n i t o
monocamerale,m o n o k a m e ˈ r a l e
monocotiledone,m o n o k o t i ˈ l ɛ d o n e
monocotiledoni,m o n o k o t i ˈ l ɛ d o n i
monokini,m o ˈ n o k i n i
monolitico,m o n o ˈ l i t i k o
monologare,m o n o l o ˈ g a r e
monologo,m o ˈ n ɔ l o g o
monopolio,m o n o ˈ p ɔ l j o
monoscopio,m o n o ˈ s k ɔ p j o
monotonia,m o n o t o ˈ n i a
monotono,m o ˈ n ɔ t o n o
monozigote,m ɔ n o d d z i ˈ g ɔ t e
monsignore,m o s i ɲ ˈ ɲ o r e
monsone,m o n ˈ s o n e
montagna,m o n ˈ t a ɲ ɲ a
montagnosa,m o n t a ˈ ɲ ɲ o z a
montagnose,m o n t a ˈ ɲ ɲ o z e
montagnosi,m o n t a ˈ ɲ ɲ o z i
montagnoso,m o n t a ˈ ɲ ɲ o z o
montana,m o n ˈ t a n a
montanara,m o n t a ˈ n a r a
montanare,m o n t a ˈ n a r e
montanari,m o n t a ˈ n a r i
montanaro,m o n t a ˈ n a r o
montane,m o n ˈ t a n e
montani,m o n ˈ t a n i
montano,m o n ˈ t a n o
montante,m o n ˈ t a n t e
monte,ˈ m o n t e
monti,ˈ m o n t i
montone,m o n ˈ t o n e
montuosa,m o n t u ˈ o z a
montuose,m o n t u ˈ o z e
montuosi,m o n t u ˈ o z i
montuosità,m o n t w o z i ˈ t a
montuoso,m o n t u ˈ o z o
monumento,m o n u ˈ m e n t o
mora,ˈ m ɔ r a
morale,m o ˈ r a l e
moralismo,m o r a ˈ l i z m o
morbillo,m o r ˈ b i l l o
morbo,ˈ m ɔ r b o
mordacità,m o r d a t ʃ i ˈ t a
morfologia,m o r f o l o ˈ g i a
morfologica,m o r f o ˈ l ɔ d ʒ i k a
morfologiche,m o r f o ˈ l ɔ d ʒ i k e
morfologici,m o r f o ˈ l ɔ d ʒ i t ʃ i
morfologico,m o r f o ˈ l ɔ d ʒ i k o
morfologie,m o r f o l o ˈ g i a
morfometria,m o r f o m e ˈ t r i a
moria,m o ˈ r i a
moria,m ɔ r ˈ i a
moribondo,m o r i ˈ b o n d o
morigeratezza,m o r i d ʒ e r a ˈ t e t t s a
morire,m o ˈ r i r e
moroso,m o ˈ r o s o
morra,ˈ m ɔ r a
morsetti,m o r ˈ s e t t i
morsetto,m o r ˈ s e t t o
morso,ˈ m ɔ r s o
