headword,pronunciation
NARC,ˈ n ɑː ɹ k
NARCISO,n ɑː ɹ ˈ t ʃ iː s oʊ
NARCISSE,ˈ n ɑː ɹ s ɪ s
NARCISSISM,ˈ n ɑː ɹ s ɪ ˌ s ɪ z ə m
NARCISSIST,ˈ n ɑː ɹ s ɪ s ɪ s t
NARCISSISTIC,ˌ n ɑː ɹ s ɪ ˈ s ɪ s t ɪ k
NARCISSUS,n ɑː ɹ ˈ s ɪ s ə s
NARCO,ˈ n ɑː ɹ k oʊ
NARCOLEPSY,ˈ n ɑː ɹ k ə ˌ l ɛ p s i
NARCOS,ˈ n ɑː ɹ k oʊ s
NARCOTIC,n ɑː ɹ ˈ k ɑː t ɪ k
NARCOTICS,n ɑː ɹ ˈ k ɑː t ɪ k s
NARD,ˈ n ɑː ɹ d
NARDA,ˈ n ɑː ɹ d ə
NARDELLA,ˌ n ɑː ɹ ˈ d ɛ l ə
NARDELLI,n ɑː ɹ ˈ d ɛ l i
NARDI,ˈ n ɑː ɹ d i
NARDIELLO,n ɑː ɹ d iː ˈ ɛ l oʊ
NARDINI,n ɑː ɹ ˈ d iː n i
NARDO,ˈ n ɑː ɹ d oʊ
NARDONE,n ɑː ɹ ˈ d oʊ n i
NARDOZZI,n ɑː ɹ ˈ d oʊ t s i
NARDUCCI,n ɑː ɹ ˈ d uː t ʃ i
NARES,ˈ n æ ɹ z
NARITA,n ɛ ˈ ɹ iː t ə
NARJES,ˈ n ɑː ɹ j ə s
NARLIKAR,ˈ n ɑː ɹ l ɪ ˌ k ɑː ɹ
NARLOCK,ˈ n ɑː ɹ l ə k
NARLY,ˈ n ɑː ɹ l i
NARNIA,ˈ n ɑː ɹ ˌ n iː ɑː
NARO,ˈ n ɑː ɹ oʊ
NARODNY,n ɝ ˈ ɑː d n i
NARON,n ɑː ˈ ɹ ɔ n
NARRAGANSETT,ˌ n ɛ ɹ ə ˈ g æ n s ə t
NARRAMORE,n ɑː ˈ ɹ ɑː m ɔ ɹ
NARRATE,ˈ n ɛ ˌ ɹ eɪ t
NARRATED,ˈ n ɛ ˌ ɹ eɪ t ɪ d
NARRATES,"n ɛ ˈ ɹ eɪ t s , ˈ n ɛ ɹ eɪ t s"
NARRATION,n ɛ ˈ ɹ eɪ ʃ ə n
NARRATIVE,"ˈ n æ ɹ ə t ɪ v , ˈ n ɛ ɹ ə t ɪ v"
NARRATIVES,"ˈ n æ ɹ ə t ɪ v z , ˈ n ɛ ɹ ə t ɪ v z"
NARRATOR,ˈ n ɛ ɹ eɪ t ɝ
NARRATORS,ˈ n ɛ ˌ ɹ eɪ t ɝ z
NARRON,ˈ n æ ɹ ə n
NARROW,"ˈ n ɛ ɹ oʊ , ˈ n æ ɹ oʊ"
NARROWED,ˈ n ɛ ɹ oʊ d
NARROWER,ˈ n ɛ ɹ oʊ ɝ
NARROWEST,ˈ n ɛ ɹ oʊ ə s t
NARROWING,ˈ n ɛ ɹ oʊ ɪ ŋ
NARROWLY,ˈ n ɛ ɹ oʊ l i
NARROWNESS,ˈ n ɛ ɹ oʊ n ə s
NARROWS,ˈ n ɛ ɹ oʊ z
NARS,ˈ n ɑː ɹ z
NARUHITO,n ɑː ɹ uː ˈ h iː t oʊ
NARUM,n ɝ ˈ ʌ m
NARVAEZ,n ɑː ɹ ˈ v ɑː ɛ z
NARVESON,ˈ n ɑː ɹ v ɪ s ə n
NARY,ˈ n ɛ ɹ i
NASA,ˈ n æ s ə
NASA'S,ˈ n æ s ə z
NASAL,ˈ n eɪ z ə l
NASALLY,ˈ n eɪ z ə l i
NASBY,ˈ n æ s b i
NASCA,ˈ n ɑː s k ə
NASCAR,ˈ n æ ˌ s k ɑː ɹ
NASCENT,ˈ n eɪ s ə n t
NASCIMENTO,ˌ n æ s ɪ ˈ m ɛ n t oʊ
NASCO,ˈ n æ s k oʊ
NASDAQ,ˈ n æ z d æ k
NASDAQ'S,ˈ n æ z d æ k s
NASE,ˈ n eɪ z
NASER,ˈ n eɪ z ɝ
NASH,ˈ n æ ʃ
NASH'S,ˈ n æ ʃ ɪ z
NASHASHIBI,ˌ n æ ʃ ə ˈ ʃ iː b i
NASHBURG,ˈ n æ ʃ b ɝ g
NASHBURG'S,ˈ n æ ʃ b ɝ g z
NASHNAMIE,ˈ n æ ʃ n ə m i
NASHUA,ˈ n æ ʃ uː ə
NASHUA'S,ˈ n æ ʃ uː ə z
NASHVILLE,ˈ n æ ʃ v ɪ l
NASHVILLE'S,ˈ n æ ʃ ˌ v ɪ l z
NASIONAL,ˌ n æ s iː ə ˈ n æ l
NASLUND,ˈ n æ s l ə n d
NASO,ˈ n ɑː s oʊ
NASON,ˈ n æ s ə n
NASONS,ˈ n æ s ə n z
NASOPHARYNX,n ə ˈ s ɑː f ɝ ɪ ŋ k s
NASR,ˈ n ɑː s ɝ
NASRULLAH,n ə z ˈ ɹ uː l ə
NASS,ˈ n æ s
NASSAR,ˈ n æ s ɝ
NASSAU,ˈ n æ s ɔ
NASSER,ˈ n æ s ɝ
NASSIF,ˈ n æ s ɪ f
NAST,ˈ n æ s t
NAST'S,ˈ n æ s t s
NASTA,ˈ n æ s t ə
NASTASI,n ɑː ˈ s t ɑː s i
NASTIER,ˈ n æ s t iː ɝ
NASTIEST,ˈ n æ s t iː ə s t
NASTINESS,ˈ n æ s t iː n ə s
NASTY,ˈ n æ s t i
NASWORTHY,ˈ n æ s w ɝ ð i
NAT,ˈ n æ t
NATA,ˈ n ɑː t ə
NATAL,"ˈ n eɪ t ə l , n ə ˈ t ɑː l"
NATALA,n ɑː ˈ t ɑː l ə
NATALE,n ɑː ˈ t ɑː l i
NATALI,n ɑː ˈ t ɑː l i
NATALIA,n ə ˈ t ɑː l j ə
NATALIE,ˈ n æ t ə l i
NATALLE,n ə ˈ t ɑː l eɪ
NATALLE'S,n ə ˈ t ɑː l eɪ z
NATAN,ˈ n eɪ t ə n
NATASHA,"n ə ˈ t ɑː ʃ ə , n ə ˈ t æ ʃ ə"
NATASHA'S,"n ə ˈ t ɑː ʃ ə z , n ə ˈ t æ ʃ ə z"
NATCHER,ˈ n æ t ʃ ɝ
NATCHEZ,ˈ n æ ˌ t ʃ ɛ z
NATCHEZ',ˈ n æ ˌ t ʃ ɛ z
NATCHEZ'S,ˈ n æ ˌ t ʃ ɛ z ɪ z
NATCHITOCHES,n æ k ə ˈ t ɔ ʃ
NATE,ˈ n eɪ t
NATE'S,ˈ n eɪ t s
NATEC'S,ˈ n eɪ ˌ t ɛ k s
NATH,ˈ n æ θ
NATHALIA,n ə ˈ θ æ l iː ə
NATHALIE,ˈ n æ t ə l i
NATHAN,ˈ n eɪ θ ə n
NATHAN'S,ˈ n eɪ θ ə n z
NATHANAEL,ˈ n æ θ ə ˌ n eɪ l
NATHANIA,n ə ˈ θ æ n iː ə
NATHANIEL,n ə ˈ θ æ n j ə l
NATHANSON,ˈ n æ θ ə n s ə n
NATHE,ˈ n eɪ ð
NATHENE,n ə ˈ θ iː n
NATICK,ˈ n eɪ t ɪ k
NATION,ˈ n eɪ ʃ ə n
NATION'S,ˈ n eɪ ʃ ə n z
NATIONAIR,ˈ n eɪ ʃ ə ˈ n ɛ ɹ
NATIONAL,"ˈ n æ ʃ ə n ə l , ˈ n æ ʃ n ə l"
NATIONAL'S,"ˈ n æ ʃ ə n ə l z , ˈ n æ ʃ n ə l z"
NATIONALE,"ˈ n æ ʃ ə ˌ n æ l eɪ , ˈ n æ ʃ ə n ə l"
NATIONALES,ˌ n æ ʃ ə ˈ n ɑː l ɛ s
NATIONALISM,ˈ n æ ʃ ə n ə ˌ l ɪ z ə m
NATIONALIST,"ˈ n æ ʃ ə n ə l ə s t , ˈ n æ ʃ ə n ə l ɪ s t , ˈ n æ ʃ n ə l ə s t , ˈ n æ ʃ n ə l ɪ s t"
NATIONALISTIC,"ˌ n æ ʃ ə n ə ˈ l ɪ s t ɪ k , ˌ n æ ʃ n ə ˈ l ɪ s t ɪ k"
NATIONALISTS,"ˈ n æ ʃ ə n ə l ɪ s t s , ˈ n æ ʃ n ə l ɪ s t s , ˈ n æ ʃ ə n ə l ɪ s , ˈ n æ ʃ n ə l ɪ s"
NATIONALITIES,ˌ n æ ʃ ə ˈ n æ l ɪ t iː z
NATIONALITY,"ˌ n æ ʃ ə ˈ n æ l ə t i , ˌ n æ ʃ ə ˈ n æ l ɪ t i"
NATIONALIZATION,"ˌ n æ ʃ ə n ə l ə ˈ z eɪ ʃ ə n , ˌ n æ ʃ n ə l ə ˈ z eɪ ʃ ə n"
NATIONALIZATIONS,"ˌ n æ ʃ ə n ə l ə ˈ z eɪ ʃ ə n z , ˌ n æ ʃ n ə l ə ˈ z eɪ ʃ ə n z"
NATIONALIZE,"ˈ n æ ʃ ə n ə ˌ l aɪ z , ˈ n æ ʃ n ə ˌ l aɪ z"
NATIONALIZED,"ˈ n æ ʃ ə n ə ˌ l aɪ z d , ˈ n æ ʃ n ə ˌ l aɪ z d"
NATIONALIZES,"ˈ n æ ʃ ə n ə ˌ l aɪ z ɪ z , ˈ n æ ʃ n ə ˌ l aɪ z ɪ z"
NATIONALIZING,"ˈ n æ ʃ ə n ə ˌ l aɪ z ɪ ŋ , ˈ n æ ʃ n ə ˌ l aɪ z ɪ ŋ"
NATIONALLY,"ˈ n æ ʃ ə n ə l i , ˈ n æ ʃ n ə l i"
NATIONALS,"ˈ n æ ʃ ə n ə l z , ˈ n æ ʃ n ə l z"
NATIONHOOD,ˈ n eɪ ʃ ə n ˌ h ʊ d
NATIONS,ˈ n eɪ ʃ ə n z
NATIONS',ˈ n eɪ ʃ ə n z
NATIONSBANC,"ˈ n eɪ ʃ ə n z ˌ b æ ŋ k , ˈ n eɪ ʃ ə n z ˌ b ɑː ŋ k"
NATIONSBANC'S,"ˈ n eɪ ʃ ə n z ˌ b æ ŋ k s , ˈ n eɪ ʃ ə n z ˌ b ɑː ŋ k s"
NATIONSBANK,ˈ n eɪ ʃ ə n z ˌ b æ ŋ k
NATIONSBANK'S,ˈ n eɪ ʃ ə n z ˌ b æ ŋ k s
NATIONWIDE,ˈ n eɪ ʃ ə n ˈ w aɪ d
NATIONWIDE'S,ˈ n eɪ ʃ ə n ˈ w aɪ d z
NATIVE,ˈ n eɪ t ɪ v
NATIVES,ˈ n eɪ t ɪ v z
NATIVIDAD,ˌ n ə t ɪ v ɪ ˈ d ɑː d
NATIVISM,ˈ n eɪ t ɪ ˌ v ɪ z ə m
NATIVIST,ˈ n eɪ t ɪ ˌ v ɪ s t
NATIVITY,n ə ˈ t ɪ v ə t i
NATO,ˈ n eɪ t oʊ
NATO'S,ˈ n eɪ t oʊ z
NATOLI,n ɑː ˈ t oʊ l i
NATOMAS,ˌ n eɪ ˈ t oʊ m ə z
NATS,ˈ n æ t s
NATSIOS,ˈ n æ t s iː oʊ s
NATTER,ˈ n æ t ɝ
NATTERING,ˈ n æ t ɝ ɪ ŋ
NATTIE,ˈ n æ t i
NATTILY,ˈ n æ t ə l i
NATTY,ˈ n æ t i
NATUNA,n ə ˈ t uː n ə
NATURAL,"ˈ n æ t ʃ ɝ ə l , ˈ n æ t ʃ ɹ ə l"
NATURAL'S,"ˈ n æ t ʃ ɝ ə l z , ˈ n æ t ʃ ɹ ə l z"
NATURALISM,"ˈ n æ t ʃ ɝ ə ˌ l ɪ z ə m , ˈ n æ t ʃ ɹ ə ˌ l ɪ z ə m"
NATURALIST,"ˈ n æ t ʃ ɝ ə l ə s t , ˈ n æ t ʃ ɹ ə l ə s t"
NATURALISTIC,"ˌ n æ t ʃ ɝ ə ˈ l ɪ s t ɪ k , ˌ n æ t ʃ ɹ ə ˈ l ɪ s t ɪ k"
NATURALISTS,"ˈ n æ t ʃ ɝ ə l ɪ s t s , ˈ n æ t ʃ ɹ ə l ɪ s t s , ˈ n æ t ʃ ɝ ə l ɪ s , ˈ n æ t ʃ ɹ ə l ɪ s"
NATURALIZATION,"ˈ n æ ˌ t ʃ ɝː ə l ɪ ˈ z eɪ ʃ ə n , ˈ n æ t ʃ ɹ ə l ɪ ˈ z eɪ ʃ ə n"
NATURALIZE,"ˈ n æ t ʃ ɝ ə ˌ l aɪ z , ˈ n æ t ʃ ɹ ə ˌ l aɪ z"
NATURALIZED,"ˈ n æ t ʃ ɝ ə ˌ l aɪ z d , ˈ n æ t ʃ ɹ ə ˌ l aɪ z d"
NATURALIZES,"ˈ n æ t ʃ ɝ ə ˌ l aɪ z ɪ z , ˈ n æ t ʃ ɹ ə ˌ l aɪ z ɪ z"
NATURALIZING,"ˈ n æ t ʃ ɝ ə ˌ l aɪ z ɪ ŋ , ˈ n æ t ʃ ɹ ə ˌ l aɪ z ɪ ŋ"
NATURALLY,"ˈ n æ t ʃ ɝ ə l i , ˈ n æ t ʃ ɹ ə l i"
NATURE,ˈ n eɪ t ʃ ɝ
NATURE'S,ˈ n eɪ t ʃ ɝ z
NATURED,ˈ n eɪ t ʃ ɝ d
NATUREDLY,ˈ n eɪ t ʃ ɝ d l i
NATURES,ˈ n eɪ t ʃ ɝ z
NATWEST,ˌ n æ ˈ t w ɛ s t
NATWEST'S,ˌ n æ ˈ t w ɛ s t s
NATZKE,ˈ n æ t s k i
NAU,ˈ n oʊ
NAUER,ˈ n aʊ ɝ
NAUERT,ˈ n aʊ ɝ t
NAUGATUCK,ˈ n ɔ g ə ˌ t ə k
NAUGHT,ˈ n ɔ t
NAUGHTON,ˈ n ɔ t ə n
NAUGHTY,ˈ n ɔ t i
NAUGLE,ˈ n ɔ g ə l
NAUGLES,ˈ n ɔ g ə l z
NAULT,ˈ n ɔ l t
NAUMAN,ˈ n aʊ m ə n
NAUMANN,ˈ n aʊ m ə n
NAUS,ˈ n ɔ z
NAUSEA,ˈ n ɔ z iː ə
NAUSEAM,ˈ n aʊ ˌ z iː m
NAUSEATE,ˈ n ɔ z iː ˌ eɪ t
NAUSEATED,ˈ n ɔ z iː ˌ eɪ t ə d
NAUSEATING,ˈ n ɔ ʒ iː ˌ eɪ t ɪ ŋ
NAUSEOUS,ˈ n ɔ ʃ ə s
NAUSS,ˈ n ɔ s
NAUTA,n ɑː ˈ uː t ə
NAUTICA,ˈ n ɔ t ə k ə
NAUTICAL,ˈ n ɔ t ə k ə l
NAUTILUS,ˈ n ɔ t ə l ə s
NAUTILUS'S,ˈ n ɔ t ə l ə s ɪ z
NAV,ˈ n æ v
NAVA,ˈ n ɑː v ə
NAVAJO,"ˈ n ɑː v ə ˌ h oʊ , ˈ n æ v ə ˌ h oʊ"
NAVAJOS,"ˈ n ɑː v ə ˌ h oʊ z , ˈ n æ v ə ˌ h oʊ z"
NAVAL,ˈ n eɪ v ə l
NAVAR,n ɑː ˈ v ɑː ɹ
NAVARETTE,ˈ n æ v ɝ ˌ ɛ t
NAVARRA,n ɑː ˈ v ɑː ɹ ə
NAVARRE,n ɑː ˈ v ɑː ɹ
NAVARRETE,ˈ n æ v ɝ ˌ iː t
NAVARRETTE,ˈ n æ v ɝ ˌ ɛ t
NAVARRO,n ə ˈ v ɑː ɹ oʊ
NAVAS,ˈ n ɑː v ə s
NAVCOM,ˈ n æ v ˌ k ɑː m
NAVE,ˈ n eɪ v
NAVEL,ˈ n eɪ v ə l
NAVELLIER,n ə ˈ v ɛ l j ɝ
NAVICKAS,n ɑː ˈ v iː k ɑː z
NAVIES,ˈ n eɪ v iː z
NAVIGABLE,ˈ n æ v ə g ə b ə l
NAVIGATE,ˈ n æ v ə ˌ g eɪ t
NAVIGATED,ˈ n æ v ə ˌ g eɪ t ɪ d
NAVIGATES,ˈ n æ v ə ˌ g eɪ t s
NAVIGATING,ˈ n æ v ə ˌ g eɪ t ɪ ŋ
NAVIGATION,"ˈ n æ v ə ˈ g eɪ ʃ ə n , ˌ n æ v ə ˈ g eɪ ʃ ə n"
NAVIGATIONAL,ˌ n æ v ə ˈ g eɪ ʃ ə n ə l
NAVIGATOR,ˈ n æ v ə ˌ g eɪ t ɝ
NAVIGATORS,ˈ n æ v ə ˌ g eɪ t ɝ z
NAVIN,n ɑː ˈ v iː n
NAVIN-CHANDR,ˈ n ɑː ˌ v ɪ n ˈ t ʃ ɑː n d ɝ
NAVIN-CHANDRA,ˈ n ɑː ˌ v ɪ n ˈ t ʃ ɑː n d ɹ ə
NAVIS,ˈ n ɑː v ɪ s
NAVISTAR,ˈ n æ v ɪ ˌ s t ɑː ɹ
NAVLAB,ˈ n æ v l æ b
NAVRATILOVA,n æ v ˌ ɹ æ t ɪ ˈ l oʊ v ə
NAVRATILOVA'S,n æ v ˌ ɹ æ t ɪ ˈ l oʊ v ə z
NAVSTAR,ˈ n æ v ˌ s t ɑː ɹ
NAVY,ˈ n eɪ v i
NAVY'S,ˈ n eɪ v iː z
NAW,ˈ n ɑː
NAWROCKI,n ɑː v ˈ ɹ oʊ t s k i
NAWROT,ˈ n ɔ ɹ ə t
NAY,ˈ n eɪ
NAYDEN,ˈ n eɪ d ɪ n
NAYLOR,ˈ n eɪ l ɝ
NAYS,ˈ n eɪ z
NAYSAYER,ˌ n eɪ ˈ s eɪ ɝ
NAYSAYERS,ˌ n eɪ ˈ s eɪ ɝ z
NAYYAR,ˈ n eɪ ˌ j ɑː ɹ
NAZAR,n ɑː ˈ z ɑː ɹ
NAZARBAYEV,ˌ n ɑː z ə ɹ ˈ b aɪ j ɛ v
NAZARETH,ˈ n æ z ə ɹ ɪ θ
NAZARIAN,n ə ˈ z ɛ ɹ iː ə n
NAZARIO,n ɑː ˈ z ɑː ɹ iː oʊ
NAZER,ˈ n eɪ z ɝ
NAZER'S,ˈ n eɪ z ɝ z
NAZI,ˈ n ɑː t s i
NAZI'S,ˈ n ɑː t s iː z
NAZIONALE,n ɑː t s iː oʊ ˈ n ɑː l i
NAZIS,ˈ n ɑː t s iː z
NAZIS',ˈ n ɑː t s iː z
NAZISM,ˈ n æ z ɪ z ə m
NAZZARO,n ɑː t ˈ s ɑː ɹ oʊ
NBA,ˈ ɛ n ˌ b iː ˈ eɪ
NBC,ˈ ɛ n ˌ b iː ˈ s iː
NDAU,ɛ n ˈ d aʊ
NE,"ˈ n iː , ˈ n eɪ"
NE'ER,ˈ n ɛ ɹ
NEACE,ˈ n iː s
NEAD,ˈ n iː d
NEAGLE,ˈ n iː g ə l
NEAL,ˈ n iː l
NEAL'S,ˈ n iː l z
NEALA,ˈ n iː l ə
NEALE,ˈ n iː l
NEALEY,ˈ n iː l i
NEALIS,ˈ n iː l ɪ s
NEALL,ˈ n iː l
NEALON,ˈ n iː l ə n
NEALSON,ˈ n iː l s ə n
NEALY,ˈ n iː l i
NEANDERTHAL,n iː ˈ æ n d ɝ ˌ θ ɔ l
NEANDERTHALS,n iː ˈ æ n d ɝ ˌ θ ɔ l z
NEAPOLITAN,ˌ n iː ə ˈ p ɑː l ə t ə n
NEAR,ˈ n ɪ ɹ
NEARBY,ˈ n ɪ ɹ ˈ b aɪ
NEARED,ˈ n ɪ ɹ d
NEARER,ˈ n ɪ ɹ ɝ
NEAREST,ˈ n ɪ ɹ ə s t
NEARHOOD,ˈ n ɪ ɹ h ʊ d
NEARING,ˈ n ɪ ɹ ɪ ŋ
NEARLY,ˈ n ɪ ɹ l i
NEARS,ˈ n ɪ ɹ z
NEARSIGHTED,ˈ n iː ɹ ˌ s aɪ t ɪ d
NEARSIGHTEDNESS,ˈ n iː ɹ ˌ s aɪ t ɪ d n ə s
NEARY,ˈ n ɪ ɹ i
NEAS,ˈ n iː z
NEASE,ˈ n iː z
NEAT,ˈ n iː t
NEATER,ˈ n iː t ɝ
NEATEST,ˈ n iː t ə s t
NEATHERY,ˈ n ɛ θ ɝ i
NEATLY,ˈ n iː t l i
NEATNESS,ˈ n iː t n ə s
NEAULT,ˈ n oʊ
NEAVE,ˈ n iː v
NEAVES,ˈ n iː v z
NEBEKER,ˈ n ɛ b ɪ k ɝ
NEBEL,ˈ n ɛ b ə l
NEBERGALL,ˈ n iː b ɝ g ə l
NEBLETT,ˈ n ɛ b l ɪ t
NEBRASKA,n ə ˈ b ɹ æ s k ə
NEBRASKA'S,n ə ˈ b ɹ æ s k ə z
NEBRASKAN,n ə ˈ b ɹ æ s k ə n
NEBRASKANS,n ə ˈ b ɹ æ s k ə n z
NEBULA,ˈ n ɛ b j ə l ə
NEBULIZER,ˈ n ɛ b j ə ˌ l aɪ z ɝ
NEBULOUS,ˈ n ɛ b j ə l ə s
NEC,ˈ n ɛ k
NECAISE,ˈ n ɛ k aɪ s
NECCI,ˈ n ɛ t ʃ i
NECESSARILY,ˌ n ɛ s ə ˈ s ɛ ɹ ə l i
NECESSARY,ˈ n ɛ s ə ˌ s ɛ ɹ i
NECESSITATE,n ə ˈ s ɛ s ə ˌ t eɪ t
NECESSITATED,n ə ˈ s ɛ s ə ˌ t eɪ t ə d
NECESSITATES,n ə ˈ s ɛ s ə ˌ t eɪ t s
NECESSITATING,n ə ˈ s ɛ s ɪ ˌ t eɪ t ɪ ŋ
NECESSITIES,n ə ˈ s ɛ s ɪ t iː z
NECESSITY,"n ə ˈ s ɛ s ə t i , n ə ˈ s ɛ s ɪ t i"
NECHAYEV,ˌ n ɛ ˈ t ʃ aɪ ɛ v
NECHYBA,ˌ n ɛ ˈ t ʃ iː b ə
NECK,ˈ n ɛ k
NECKED,ˈ n ɛ k t
NECKER,ˈ n ɛ k ɝ
NECKLACE,ˈ n ɛ k l ə s
NECKLACES,ˈ n ɛ k l ə s ɪ z
NECKLACING,ˈ n ɛ k l ə s ɪ ŋ
NECKS,ˈ n ɛ k s
NECKTIE,ˈ n ɛ k ˌ t aɪ
NECKTIES,ˈ n ɛ k ˌ t aɪ z
NECKWEAR,ˈ n ɛ ˌ k w ɛ ɹ
NECMETTIN,ˌ n ɛ d ʒ ˈ m ɛ t ɪ n
NECO,ˈ n iː k oʊ
NECO'S,ˈ n iː k oʊ z
NECROLOGIST,n ə ˈ k ɹ ɔ l ə d ʒ ɪ s t
NECROLOGISTS,"n ə ˈ k ɹ ɔ l ə d ʒ ɪ s t s , n ə ˈ k ɹ ɔ l ə d ʒ ɪ s"
NECROLOGY,n ə ˈ k ɹ ɔ l ə d ʒ i
NECROMANCER,ˈ n ɛ k ɹ ə ˌ m æ n s ɝ
NECROMANCY,ˈ n ɛ k ɹ ə ˌ m æ n s i
NECROPOLIS,n ə ˈ k ɹ ɑː p ə l ə s
NECROSIS,n ə ˈ k ɹ oʊ s ə s
NECTAR,ˈ n ɛ k t ɝ
NECULA,ˈ n ɛ k j uː l ə
NED,ˈ n ɛ d
NED'S,ˈ n ɛ d z
NEDA,ˈ n eɪ d ə
NEDD,ˈ n ɛ d
NEDDA,ˈ n ɛ d ə
NEDDICK,ˈ n ɛ d ɪ k
NEDDO,ˈ n ɛ d oʊ
NEDEAU,n ɪ ˈ d oʊ
NEDEL,ˈ n iː d ə l
NEDERLAND,ˈ n ɛ d ɝ l ə n d
NEDERLANDEN,ˈ n ɛ d ɝ ˌ l æ n d ə n
NEDERLANDER,ˈ n ɛ d ɝ ˌ l æ n d ɝ
NEDERLANDSCHE,ˌ n ɛ d ɝ ˈ l æ n d ʃ i
NEDERLANDSE,ˌ n ɛ d ɝ ˈ l æ n d s i
NEDLLOYD,"ˈ n ɛ d ə ˌ l ɔɪ d , ˈ n ɛ d ˌ l ɔɪ d"
NEDROW,ˈ n ɛ d ɹ oʊ
NEDVED,"ˈ n ɛ d v ə d , ˈ n ɛ d ˌ v ɛ d"
NEE,ˈ n iː
NEEB,ˈ n iː b
NEECE,ˈ n iː s
NEECO,ˈ n iː k oʊ
NEED,ˈ n iː d
NEEDED,"ˈ n iː d ə d , ˈ n iː d ɪ d"
NEEDELMAN,ˈ n iː d ə l m ə n
NEEDFUL,ˈ n iː d f ə l
NEEDHAM,ˈ n iː d ə m
NEEDHAM'S,ˈ n iː d ə m z
NEEDIER,ˈ n iː d iː ɝ
NEEDIEST,ˈ n iː d iː ɪ s t
NEEDING,ˈ n iː d ɪ ŋ
NEEDLE,ˈ n iː d ə l
NEEDLED,ˈ n iː d ə l d
NEEDLEFISH,ˈ n iː d ə l ˌ f ɪ ʃ
NEEDLELIKE,ˈ n iː d ə l ˌ l aɪ k
NEEDLEMAN,ˈ n iː d ə l m ə n
NEEDLEPOINT,ˈ n iː d ə l ˌ p ɔɪ n t
NEEDLER,"ˈ n iː d ə l ɝ , ˈ n iː d l ɝ"
NEEDLES,ˈ n iː d ə l z
NEEDLESS,ˈ n iː d l ə s
NEEDLESSLY,ˈ n iː d l ə s l i
NEEDLEWORK,ˈ n iː d ə l ˌ w ɝː k
NEEDLING,ˈ n iː d l ɪ ŋ
NEEDN'T,ˈ n iː d ə n t
NEEDS,ˈ n iː d z
NEEDY,ˈ n iː d i
NEEF,ˈ n iː f
NEEL,ˈ n iː l
NEELD,ˈ n iː l d
NEELEY,ˈ n iː l i
NEELS,ˈ n iː l z
NEELY,ˈ n iː l i
NEEMAN,ˈ n iː m ə n
NEENAN,ˈ n iː n ə n
NEEPER,ˈ n iː p ɝ
NEER,ˈ n ɪ ɹ
NEES,ˈ n iː z
NEESE,ˈ n iː z
NEESON,ˈ n iː s ə n
NEET,ˈ n iː t
NEFARIOUS,n ə ˈ f ɛ ɹ iː ə s
NEFF,ˈ n ɛ f
NEFT,ˈ n ɛ f t
NEFTEGORSK,ˈ n ɛ f t ɪ ˌ g ɔ ɹ s k
NEG,ˈ n ɛ g
NEGARA,n ɛ ˈ g ɑː ɹ ə
NEGATE,n ɪ ˈ g eɪ t
NEGATED,"ˈ n iː g eɪ t ɪ d , n ɪ ˈ g eɪ t ə d"
NEGATES,n ɪ ˈ g eɪ t s
NEGATING,n ɪ ˈ g eɪ t ɪ ŋ
NEGATION,n ə ˈ g eɪ ʃ ə n
NEGATIVE,ˈ n ɛ g ə t ɪ v
NEGATIVELY,ˈ n ɛ g ə t ɪ v l i
NEGATIVES,ˈ n ɛ g ə t ɪ v z
NEGATIVISM,ˈ n ɛ g ə t ɪ ˌ v ɪ z ə m
NEGATIVITY,ˌ n ɛ g ə ˈ t ɪ v ə t i
NEGATRON,ˈ n ɛ g ə t ɹ ɑː n
NEGATRONS,ˈ n ɛ g ə t ɹ ɑː n z
NEGENT,"ˈ n ɛ g ə n t , ˈ n ɛ d ʒ ə n t"
NEGEV,ˈ n ɛ ˌ g ɛ v
NEGLECT,"n ə ˈ g l ɛ k t , n ɪ ˈ g l ɛ k t"
NEGLECTED,"n ə ˈ g l ɛ k t ə d , n ɪ ˈ g l ɛ k t ɪ d"
NEGLECTFUL,n ɪ ˈ g l ɛ k t f ə l
NEGLECTING,n ɪ ˈ g l ɛ k t ɪ ŋ
NEGLECTS,n ɪ ˈ g l ɛ k t s
NEGLEY,ˈ n ɛ g l i
NEGLIA,ˈ n ɛ g l iː ə
NEGLIGENCE,"ˈ n ɛ g l ə d ʒ ə n s , ˈ n ɛ g l ɪ d ʒ ə n s"
NEGLIGENT,"ˈ n ɛ g l ə d ʒ ə n t , ˈ n ɛ g l ɪ d ʒ ə n t"
NEGLIGENTLY,ˈ n ɛ g l ɪ d ʒ ə n t l i
NEGLIGIBLE,"ˈ n ɛ g l ə d ʒ ə b ə l , ˈ n ɛ g l ɪ d ʒ ə b ə l"
NEGOTIABLE,n ə ˈ g oʊ ʃ ə b ə l
NEGOTIATE,"n ə ˈ g oʊ ʃ iː ˌ eɪ t , n ɪ ˈ g oʊ ʃ iː ˌ eɪ t"
NEGOTIATED,"n ə ˈ g oʊ ʃ iː ˌ eɪ t ə d , n ɪ ˈ g oʊ ʃ iː ˌ eɪ t ɪ d"
NEGOTIATES,n ɪ ˈ g oʊ ʃ iː ˌ eɪ t s
NEGOTIATING,n ɪ ˈ g oʊ ʃ iː ˌ eɪ t ɪ ŋ
